Run Date: 27-apr-2014 
Semester: Spring 2014

 
Course	Title	Units	Lec/Sec	Days	Begin	End	Bldg/Room	Location	Instructor(s)
Aerospace Studies-ROTC	 	 	 	 	 	 	 	 	 	 
33794	Colloquium	1.0	A	M	04:30PM	06:20PM	WEH 7500	Pittsburgh, Pennsylvania	Paulini
33795	Graduate Seminar in Quantum Computation and Information:	2.0	 	 	 	 	 	 
 	quantum computation and information	 	A	TBA			TBA	Pittsburgh, Pennsylvania	Griffiths
33889	Supervised Reading in Computational Physics	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
33892	Supervised Reading Astrophysics	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
33893	Supervised Reading in Nuclear Physics	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
33894	Supervised Reading in Particle Physics	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
33895	Supervised Reading in Condensed Matter Physics	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
33896	Supervised Reading in Mathematical Physics	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
33897	Supervised Reading in Classical Physics	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
33898	Supervised Reading in Quantum Physics	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
33996	Practicum in Physics	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Paulini
33997	Graduate Laboratory	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Paulini
33998	Thesis Research	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Paulini
Psychology	 	 	 	 	 	 	 	 	 	 
85051	Study Abroad	0.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Boyd
85121	Freshman Seminar: How Children Learn Mathematics	9.0	A	TR	01:30PM	02:50PM	PH A21	Pittsburgh, Pennsylvania	Siegler
85131	Freshmen Seminar: Understanding Memory and Memory Illusions	9.0	A	MW	10:30AM	11:50AM	BH 342E	Pittsburgh, Pennsylvania	Reder
85198	Research Training: Psychology	9.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Helgeson
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Staszewski
 	Research Training: Psychology:	 	 	 	 	 	 	 
 	research training in Psychology	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Scheier
 	 	 	H	TBA			DNM DNM	Pittsburgh, Pennsylvania	Fisher
 	 	 	I	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holt
 	 	 	J	TBA			DNM DNM	Pittsburgh, Pennsylvania	Heller
 	 	 	K	TBA			DNM DNM	Pittsburgh, Pennsylvania	Thiessen
 	 	 	L	TBA			DNM DNM	Pittsburgh, Pennsylvania	Siegler
 	 	 	M	TBA			DNM DNM	Pittsburgh, Pennsylvania	Feeney
 	 	 	N	TBA			DNM DNM	Pittsburgh, Pennsylvania	Kemp
 	 	 	O	TBA			DNM DNM	Pittsburgh, Pennsylvania	Tarr
85211	Cognitive Psychology	9.0	A	TR	10:30AM	11:50AM	PH 100	Pittsburgh, Pennsylvania	Kemp
 	 	 	W	UTR	02:30PM	03:20PM	CMB 1064	Doha, Qatar	Crittenden
85221	Principles of Child Development	9.0	A	TR	03:00PM	04:20PM	DH 1112	Pittsburgh, Pennsylvania	Carver
85241	Social Psychology	9.0	A	TR	12:00PM	01:20PM	PH 100	Pittsburgh, Pennsylvania	Boyd
 	 	 	W	UTR	05:00PM	05:50PM	CMB 2152	Doha, Qatar	Crittenden
85251	Personality	9.0	A	TR	03:00PM	04:20PM	DH 2210	Pittsburgh, Pennsylvania	Williams
85261	Abnormal Psychology	9.0	A	TR	01:30PM	02:50PM	BH 136A	Pittsburgh, Pennsylvania	Christiano
85281	Introduction to Clinical Psychology	9.0	A	TR	12:00PM	01:20PM	PH 125B	Pittsburgh, Pennsylvania	Christiano
85310	Research Methods in Cognitive Psychology	9.0	A	TR	03:00PM	04:20PM	SH 222	Pittsburgh, Pennsylvania	Davy
 	Research Methods in Cognitive Psychology:	 	 	 	 	 	 	 
 	Research Methods in Cognitive Psychology	 	B	TR	12:00PM	01:20PM	BH 340A	Pittsburgh, Pennsylvania	Heller
85314	Cognitive Neuroscience Research Methods	9.0	A	TR	03:00PM	04:20PM	BH 340A	Pittsburgh, Pennsylvania	Verstynen
85320	Research Methods in Developmental Psychology	9.0	A	MW	03:00PM	04:20PM	BH 336B	Pittsburgh, Pennsylvania	Fisher
85340	Research Methods in Social Psychology	9.0	A	TR	10:30AM	11:50AM	BH 340A	Pittsburgh, Pennsylvania	Boyd
 	 	 	B	TR	01:30PM	02:50PM	PH 126A	Pittsburgh, Pennsylvania	Van Vleet
85350	Psychology of Prejudice	9.0	A	MW	10:30AM	11:50AM	BH 336B	Pittsburgh, Pennsylvania	Boyd
85352	Evolutionary Psychology	9.0	A	TR	01:30PM	02:50PM	BH 336B	Pittsburgh, Pennsylvania	Rakison
85358	Pro-Social Behavior	9.0	A	TR	01:30PM	02:50PM	BH 340A	Pittsburgh, Pennsylvania	Feeney
85380	In Search of Mind: The History of Psychology	9.0	A	TR	10:30AM	11:50AM	BH 342E	Pittsburgh, Pennsylvania	Kotovsky
85394	Film, Philosophy, and Cognitive Science:	9.0	 	 	 	 	 	 
 	film, philosophy and cognitive science	 	A	MWF	01:30PM	03:20PM	MI 115	Pittsburgh, Pennsylvania	Wu
85395	Applications of Cognitive Science	9.0	A	TR	09:00AM	10:20AM	BH 336B	Pittsburgh, Pennsylvania	Klatzky
85419	Introduction to Parallel Distributed Processing	9.0	A	TR	10:30AM	11:50AM	BH 336B	Pittsburgh, Pennsylvania	Plaut
85421	Language and Thought:	9.0	 	 	 	 	 	 
 	Language & Thought	 	A	MW	10:30AM	11:50AM	BH 340A	Pittsburgh, Pennsylvania	MacWhinney
85426	Learning in Humans and Machines:	9.0	 	 	 	 	 	 
 	Learning in Humans and Machines	 	A	MW	01:30PM	02:50PM	BH 340A	Pittsburgh, Pennsylvania	Kemp
85429	Cognitive Brain Imaging:	9.0	 	 	 	 	 	 
 	Cognitive Brain Imaging	 	A	T	07:00PM	09:50PM	BH 336B	Pittsburgh, Pennsylvania	Just
85436	Scientific Research in Education	9.0	A	TR	04:30PM	05:50PM	BH 340A	Pittsburgh, Pennsylvania	Klahr
85443	Social Factors and Well-Being	9.0	A	MW	03:00PM	04:20PM	BH 340A	Pittsburgh, Pennsylvania	Cohen
85480	Internship in Clinical Psychology	6-12	A	M	04:30PM	07:20PM	BH 336B	Pittsburgh, Pennsylvania	Christiano
85482	Internship in Psychology	3-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85484	Practicum in Child Development	9.0	A	W	10:30AM	11:50AM	MM 17D	Pittsburgh, Pennsylvania	Carver
85501	Stress, Coping and Well-Being	9.0	A	TR	03:00PM	04:20PM	BH 336B	Pittsburgh, Pennsylvania	Creswell
85506	Readings in Psychology	1-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85508	Research in Psychology	1-18	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85602	Senior Thesis	9.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85701	Stress, Coping and Well-Being	9,12	A	TR	03:00PM	04:20PM	BH 336B	Pittsburgh, Pennsylvania	Creswell
85705	Graduate Core Course: Social:	9.0	 	 	 	 	 	 
 	Graduate Core Course: Social	 	A	TR	01:30PM	02:50PM	BH 342E	Pittsburgh, Pennsylvania	Helgeson
85716	Research Presentation	9.0	A	W	01:30PM	03:20PM	BH 342E	Pittsburgh, Pennsylvania	Hayes
85719	Introduction to Parallel Distributed Processing	9,12	A	TR	10:30AM	11:50AM	BH 336B	Pittsburgh, Pennsylvania	Plaut
85729	Cognitive Brain Imaging:	9,12	 	 	 	 	 	 
 	Cognitive Brain Imaging	 	A	T	07:00PM	09:50PM	BH 336B	Pittsburgh, Pennsylvania	Just
85736	Scientific Research in Education	9,12	A	TR	04:30PM	05:50PM	BH 340A	Pittsburgh, Pennsylvania	Klahr
85743	Social Factors and Well-Being	9.0	A	MW	03:00PM	04:20PM	BH 340A	Pittsburgh, Pennsylvania	Cohen
85758	Pro-Social Behavior	9,12	A	TR	01:30PM	02:50PM	BH 340A	Pittsburgh, Pennsylvania	Feeney
85780	In Search of Mind: The History of Psychology	9,12	A	TR	10:30AM	11:50AM	BH 342E	Pittsburgh, Pennsylvania	Kotovsky
85781	Graduate Reading and Research	0-99	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85793	Advanced Topics in the Biological Foundations of Behavior:	9.0	 	 	 	 	 	 
 	Advanced Topics in the Biological Foundations of Behavior	 	A	MW	01:30PM	02:50PM	BH 336B	Pittsburgh, Pennsylvania	Holt
85794	Teaching Practicum	9.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85795	Applications of Cognitive Science	9,12	A	TR	09:00AM	10:20AM	BH 336B	Pittsburgh, Pennsylvania	Klatzky
85811	Topics in Psychology	5.0	A	M	04:30PM	05:50PM	BH A53	Pittsburgh, Pennsylvania	Tarr
85850	Psychology of Prejudice	9,12	A	MW	10:30AM	11:50AM	BH 336B	Pittsburgh, Pennsylvania	Boyd
85852	Evolutionary Psychology	9,12	A	TR	01:30PM	02:50PM	BH 336B	Pittsburgh, Pennsylvania	Rakison
85881	Thesis Research	0-99	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85981	Dissertation Research	0-99	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
Public Management:Sch of Pub Pol & Mgt	 	 	 	 	 	 	 	 	 	 
91739	MPM Capstone	12.0	A	W	06:00PM	08:50PM	HBH 2110	Pittsburgh, Pennsylvania	Lassman
91801	Data Analysis for Managers	12.0	A	M	06:00PM	08:50PM	HBH 237	Pittsburgh, Pennsylvania	Anwar
 	 	 	 	S	11:30AM	12:50PM	HBH 237	Pittsburgh, Pennsylvania
91802	Information Systems for Managers	12.0	K	MW	10:00AM	11:20AM	TOR CLASS1	Adelaide, Australia	Viswanathan
 	 	 	 	F	04:30PM	05:50PM	TOR CLASS3	Adelaide, Australia
91803	Economic Principles of Policy Analysis	12.0	A	W	06:00PM	08:50PM	HBH 1001	Pittsburgh, Pennsylvania	Wessel
 	 	 	 	S	10:00AM	11:20AM	HBH 1001	Pittsburgh, Pennsylvania
91804	Financial Analysis for Managers	12.0	A	T	06:00PM	08:50PM	HBH 1002	Pittsburgh, Pennsylvania	Bartolacci
 	 	 	 	S	08:30AM	09:50AM	HBH 1001	Pittsburgh, Pennsylvania
91807	Strategic Human Resource Management	6.0	A4	M	06:00PM	08:50PM	GHC 4101	Pittsburgh, Pennsylvania	Rousseau
91809	Organizational Change	6.0	A4	T	06:00PM	08:50PM	HBH 1502	Pittsburgh, Pennsylvania	Rousseau
91814	Labor Relations	6.0	A3	M	06:00PM	08:50PM	WEH 5320	Pittsburgh, Pennsylvania	Peterson
91820	Strategic Planning	12.0	K	M	09:00AM	11:50AM	TOR CLASS2	Adelaide, Australia	O'Loughlin
91822	Human Resource Management	12.0	A	W	06:00PM	08:50PM	HBH 1003	Pittsburgh, Pennsylvania	Stemmler
91824	Legal Issues in Human Resources Management	12.0	A	R	06:00PM	08:50PM	HBH 1003	Pittsburgh, Pennsylvania	Pellegrini
91843	Power and Influence	6.0	K3	W	06:00PM	08:50PM	TOR CLASS2	Adelaide, Australia	Chousis
91889	Internship	0-6	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
91898	Advanced Placement	1-24	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
Public Policy & Mgt:Sch of Pub Pol & Mgt	 	 	 	 	 	 	 	 	 	 
90700	Heinz Journal	1-6	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Borzutzky
90701	Practicum	1-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Coltin
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Heidemann
90703	Women and Public Policy	6.0	A3	W	06:00PM	08:50PM	HBH 237	Pittsburgh, Pennsylvania	Borzutzky
90705	Policy Analysis I	12.0	K	TR	01:30AM	02:50PM	TOR CLASS3	Adelaide, Australia	O'Loughlin
90708	Healthcare Ethics	6.0	A3	M	06:00PM	08:50PM	HBH 1001	Pittsburgh, Pennsylvania	Madsen
90710	Applied Economic Analysis	12.0	K	MW	01:30PM	02:50PM	TOR CLASS3	Adelaide, Australia	Chapman
 	 	 	 	F	03:00PM	04:20PM	TOR CLASS2	Adelaide, Australia
90711	Empirical Methods for Public Policy and Management	12.0	K	TR	10:30AM	11:50AM	TOR CLASS2	Adelaide, Australia	Szczypula
 	 	 	 	F	01:30PM	02:50PM	TOR CLASS2	Adelaide, Australia
90713	Policy and Politics an International Perspective	12.0	A	TR	10:30AM	11:50AM	HBH 1001	Pittsburgh, Pennsylvania	Borzutzky
 	 	 	B	M	06:00PM	08:50PM	HBH 1004	Pittsburgh, Pennsylvania	Borzutzky
90714	Policy and Politics in American Institutions	12.0	A	TR	09:00AM	10:20AM	HBH 1001	Pittsburgh, Pennsylvania	Borzutzky
90718	Strategic Presentation Skills	6.0	A3	TR	09:00AM	10:20AM	HBH 237	Pittsburgh, Pennsylvania	Hyatt
 	 	 	B3	TR	01:30PM	02:50PM	HBH 237	Pittsburgh, Pennsylvania	Lewis
 	 	 	C3	TR	10:30AM	11:50AM	HBH 237	Pittsburgh, Pennsylvania	Hyatt
 	 	 	D3	TR	04:30PM	05:50PM	HBH 237	Pittsburgh, Pennsylvania	Rosenberg
 	 	 	E4	TR	01:30PM	02:50PM	HBH 237	Pittsburgh, Pennsylvania	Lewis
 	 	 	F4	MW	09:00AM	10:20AM	HBH 237	Pittsburgh, Pennsylvania	Hyatt
 	 	 	G4	TR	04:30PM	05:50PM	HBH 237	Pittsburgh, Pennsylvania	Rosenberg
 	 	 	H4	T	06:00PM	08:50PM	HBH 237	Pittsburgh, Pennsylvania	Rosenberg
 	 	 	K4	F	02:30PM	05:20PM	TOR CLASS2	Adelaide, Australia	Bodycoat
 	 	 	L4	M	05:30PM	08:20PM	TOR CLASS2	Adelaide, Australia	Bodycoat
90720	Physical Technical Systems II	12.0	A	TR	03:00PM	04:50PM	WEH 5403	Pittsburgh, Pennsylvania	Casman, Stine
 	 	 	B	TR	03:00PM	04:50PM	PH 226C	Pittsburgh, Pennsylvania	Klima, Argo
90721	Healthcare Management	6.0	A3	TR	10:30AM	11:50AM	HBH 236	Pittsburgh, Pennsylvania	Synnott
90722	Management Science I: Optimization & Multicriteria Methods	6.0	A3	TR	10:30AM	11:50AM	HBH 1000	Pittsburgh, Pennsylvania	Caulkins
 	 	 	 	F	09:00AM	10:20AM	HBH 1000	Pittsburgh, Pennsylvania
 	 	 	B3	TR	01:30PM	02:50PM	HBH 1000	Pittsburgh, Pennsylvania	Caulkins
 	 	 	 	F	10:30AM	11:50AM	HBH 1000	Pittsburgh, Pennsylvania
90724	Financial Analysis	12.0	A	MW	10:30AM	11:50AM	HBH 1000	Pittsburgh, Pennsylvania	Smith
 	 	 	 	F	01:30PM	02:50PM	HBH 1000	Pittsburgh, Pennsylvania
 	 	 	B	MW	01:30PM	02:50PM	HBH 1001	Pittsburgh, Pennsylvania	Smith
 	 	 	 	F	01:30PM	02:50PM	HBH 1000	Pittsburgh, Pennsylvania
 	 	 	C	MW	03:00PM	04:20PM	HBH 1001	Pittsburgh, Pennsylvania	Smith
 	 	 	 	F	01:30PM	02:50PM	HBH 1000	Pittsburgh, Pennsylvania
 	 	 	K	TR	03:00PM	04:20PM	TOR CLASS1	Adelaide, Australia	Lim
 	 	 	 	S	10:30AM	11:50AM	TOR CLASS1	Adelaide, Australia
90733	Urban Development	6.0	A3	M	06:00PM	08:50PM	HBH 1003	Pittsburgh, Pennsylvania	Whitmer
90734	Urban Policy	6.0	A4	T	06:00PM	08:50PM	HBH 1003	Pittsburgh, Pennsylvania	Downing
90739	Systems Synthesis I	12.0	W	F	09:00AM	11:50AM	DNM DNM	Pittsburgh, Pennsylvania	Lawson
 	 	 	X	F	09:00AM	11:50AM	DNM DNM	Pittsburgh, Pennsylvania	Richman
 	 	 	Y	F	09:00AM	11:50AM	DNM DNM	Pittsburgh, Pennsylvania	Strong
90740	Systems Synthesis	12.0	A	MW	04:30PM	05:50PM	HBH 1111	Pittsburgh, Pennsylvania	Coltin
 	 	 	B	MW	04:30PM	05:50PM	HBH 1003	Pittsburgh, Pennsylvania	Crawford
 	 	 	C	MW	04:30PM	05:50PM	HBH 2110	Pittsburgh, Pennsylvania	Tarr
 	 	 	D	MW	04:30PM	05:50PM	HBH 1002	Pittsburgh, Pennsylvania	Kurland
 	 	 	E	MW	04:30PM	05:50PM	HBH 237	Pittsburgh, Pennsylvania	Heidemann
 	 	 	F	MW	04:30PM	05:50PM	HBH 2503	Pittsburgh, Pennsylvania	Bollinger
 	 	 	G	MW	04:30PM	05:50PM	WEH 5312	Pittsburgh, Pennsylvania	Paul
 	 	 	H	MW	04:30PM	05:50PM	WEH 4709	Pittsburgh, Pennsylvania	Lewis
 	 	 	J	MW	04:30PM	05:50PM	BH A54	Pittsburgh, Pennsylvania	Feder
 	 	 	K	R	04:30PM	05:50PM	TOR CLAS10	Adelaide, Australia	Chapman
 	 	 	M	MW	04:30PM	05:50PM	WEH 5421	Pittsburgh, Pennsylvania	Paytas
90742	Seminar in Criminal Justice	12.0	A	M	01:30PM	04:20PM	HBH 2110	Pittsburgh, Pennsylvania	Blumstein
90744	Accounting and Control in Not for Profit Organizations	6.0	A3	TR	10:30AM	11:50AM	HBH 1004	Pittsburgh, Pennsylvania	Smith
90746	Urban Economics	12.0	A	MW	03:00PM	04:20PM	HBH 237	Pittsburgh, Pennsylvania	Severnini
90747	Cost Benefit Analysis	6.0	A3	M	06:00PM	08:50PM	HBH 236	Pittsburgh, Pennsylvania	Severnini
90748	Real Estate Development	6.0	A4	MW	10:30AM	11:50AM	HBH 1003	Pittsburgh, Pennsylvania	Folan
90755	Intermediate Management Science I	6.0	A3	TR	01:30PM	02:50PM	HBH 1001	Pittsburgh, Pennsylvania	Hampshire
 	 	 	 	F	09:00AM	10:20AM	HBH 1001	Pittsburgh, Pennsylvania
90759	International Policy Decision Modeling Workshop	12.0	A	M	01:30PM	04:20PM	HBH 2503	Pittsburgh, Pennsylvania	Branstetter
90760	Management Science II	6.0	A4	TR	10:30AM	11:50AM	HBH 1000	Pittsburgh, Pennsylvania	Caulkins
 	 	 	 	F	09:00AM	10:20AM	HBH 1000	Pittsburgh, Pennsylvania
 	 	 	B4	TR	01:30PM	02:50PM	HBH 1000	Pittsburgh, Pennsylvania	Caulkins
 	 	 	 	F	10:30AM	11:50AM	HBH 1000	Pittsburgh, Pennsylvania
90765	Cities, Techonology and the Environment	6.0	A3	TR	10:30AM	11:50AM	HBH 1003	Pittsburgh, Pennsylvania	Tarr
90767	Welfare Policy	12.0	A	TR	04:30PM	05:50PM	HBH 1511	Pittsburgh, Pennsylvania	Lewis
90772	Operations Research	6.0	A3	TR	09:00AM	10:20AM	HBH 1002	Pittsburgh, Pennsylvania	Hampshire
90774	Public Expenditure Analysis	12.0	A	MWF	01:30PM	02:50PM	HBH 1511	Pittsburgh, Pennsylvania	Strauss
90775	Intermediate Management Science II	6.0	A4	TR	01:30PM	02:50PM	HBH 1001	Pittsburgh, Pennsylvania	Hampshire
 	 	 	 	F	09:00AM	10:20AM	HBH 1001	Pittsburgh, Pennsylvania
90782	Multi Media	12.0	A	T	06:00PM	08:50PM	WEH 5201	Pittsburgh, Pennsylvania	Franko
 	 	 	B	W	06:00PM	08:50PM	WEH 5201	Pittsburgh, Pennsylvania	Franko
90789	Sustainable Community Development	12.0	A	W	06:00PM	08:50PM	HBH 236	Pittsburgh, Pennsylvania	Mehalik
 	 	 	K	R	09:00AM	11:50AM	TOR CLASS3	Adelaide, Australia	Mehalik
90792	Applied Demography	12.0	A	M	06:00PM	08:50PM	HBH 1511	Pittsburgh, Pennsylvania	Stewman
90801	Desktop Publishing	6.0	A4	TR	09:00AM	10:20AM	WEH 5201	Pittsburgh, Pennsylvania	Franko
90805	Risk Analysis	12.0	A	T	06:00PM	08:50PM	HBH 1004	Pittsburgh, Pennsylvania	Safferstein
90808	Energy Policy	6.0	A3	W	06:00PM	08:50PM	HBH 2503	Pittsburgh, Pennsylvania	Kupfer
90817	Regional Finance & Education Policy	12.0	A	M	06:00PM	08:50PM	HBH 1002	Pittsburgh, Pennsylvania	Strauss
 	 	 	 	F	10:30AM	11:50AM	HBH 1002	Pittsburgh, Pennsylvania
90822	Immigration Policy Analysis	6.0	A3	TR	09:00AM	10:20AM	HBH 2503	Pittsburgh, Pennsylvania	Kovak
90823	Program Evaluation	12.0	A	MW	01:30PM	02:50PM	HBH 1004	Pittsburgh, Pennsylvania	Haviland
90824	Cost Benefit Analysis	12.0	W	M	06:00PM	08:50PM	TBA	Pittsburgh, Pennsylvania	Sermons
90825	Innovation Management in Practice	3,6	A	M	07:00PM	08:20PM	WEH 4623	Pittsburgh, Pennsylvania	Berardone
90826	Education Policy Analysis	6.0	A4	TR	03:00PM	04:20PM	HBH 1003	Pittsburgh, Pennsylvania	Gonzalez
90827	Economics of Development	12.0	A	MW	10:30AM	11:50AM	HBH 2503	Pittsburgh, Pennsylvania	Wessel
90830	Introduction to Financial Management of Health Care	6.0	A3	TR	09:00AM	10:20PM	HBH 1502	Pittsburgh, Pennsylvania	Pastor
90831	Advanced Financial Management of Health Care	6.0	A4	W	06:00PM	08:50PM	HBH 1004	Pittsburgh, Pennsylvania	Trout
90832	Health Law	12.0	A	TR	09:00AM	10:20AM	HBH 236	Pittsburgh, Pennsylvania	Kaplan
90833	Population Health	6.0	A4	M	01:30PM	04:20PM	HBH 236	Pittsburgh, Pennsylvania	Dausey
90834	Health Care Geographical Information Systems	12.0	A	TR	03:00PM	04:20PM	HBH 239	Pittsburgh, Pennsylvania	Kurland
90840	Legislative Policy Making	6.0	A3	R	06:00PM	08:50PM	HBH 1002	Pittsburgh, Pennsylvania	Delano
90842	Public Policy Implementation	6.0	A4	R	06:00PM	08:50PM	HBH 1002	Pittsburgh, Pennsylvania	Delano
90845	Social Innovation Incubator	12.0	A	MW	01:30PM	02:50PM	HBH 1003	Pittsburgh, Pennsylvania	Zak
90856	The Management of International Development	12.0	A	R	06:00PM	08:50PM	HBH 2503	Pittsburgh, Pennsylvania	Bolongaita
 	 	 	K	F	09:00AM	11:50AM	TOR CLASS1	Adelaide, Australia	Bolongaita
90858	Micro Finance Development	6.0	K4	W	09:00AM	11:50AM	TOR CLASS3	Adelaide, Australia	Fabusuyi
90863	Health Policy II	6.0	A4	M	06:00PM	08:50PM	HBH 1001	Pittsburgh, Pennsylvania	Dausey
90866	Large Scale Data Analysis for Public Policy	6.0	A3	MW	01:30PM	02:50PM	HBH 236	Pittsburgh, Pennsylvania	Neill
90869	Special Topics: New Technology Commercialization: Public Policy Strategies	12.0	A	TR	01:30PM	02:50PM	WEH 4623	Pittsburgh, Pennsylvania	Stine
90879	Managerial and Engineering Economics	12.0	Lec	W	05:30PM	08:20PM	SH 125	Pittsburgh, Pennsylvania	Kafka
 	 	 	A	M	05:30PM	06:50PM	SH 125	Pittsburgh, Pennsylvania	Kafka
90880	The Strategy and Management of Technological Innovation	12.0	Lec	F	09:30AM	12:20PM	WEH 5421	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	A	M	05:30PM	06:50PM	WEH 5403	Pittsburgh, Pennsylvania	Cheyre Forestier
90894	Policy Topics I: Federal Budget Policy	6.0	A4	W	06:00PM	08:50PM	HBH 2503	Pittsburgh, Pennsylvania	Krumbhaar
90895	Policy Topics: Information Security Policy	6.0	W3	W	06:00PM	08:50PM	TBA	Pittsburgh, Pennsylvania	Crane, Novy
90896	Policy Topics: International Development Policy	6.0	W4	W	06:00PM	08:50PM	DNM DNM	Pittsburgh, Pennsylvania	Frazer
90898	Advanced Placement	1-72	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	TBA			DNM DNM	Adelaide, Australia	Instructor TBA
90900	Internship	0.0	K	TBA			DNM DNM	Adelaide, Australia	Instructor TBA
90902	Ph.D. Seminar II	12.0	A	F	09:00AM	12:20PM	HBH 1511	Pittsburgh, Pennsylvania	Telang
90904	Research Seminar in Machine Learning and Policy	6.0	A3	MW	10:30AM	11:50AM	HBH 1511	Pittsburgh, Pennsylvania	Neill
90906	Introduction to Econometric Theory	12.0	A	MW	10:30AM	11:50AM	HBH 1002	Pittsburgh, Pennsylvania	Anwar
 	 	 	 	F	03:00PM	04:20PM	HBH 1002	Pittsburgh, Pennsylvania
 	 	 	PP	TBA			DNM DNM	Lisbon, Portugal	Instructor TBA
90912	Demography	12.0	A	T	06:00PM	08:50PM	HBH 1511	Pittsburgh, Pennsylvania	Stewman
90914	PhD Seminar in Information Systems	6.0	A3	TR	01:30PM	02:50PM	HBH 2503	Pittsburgh, Pennsylvania	Telang
90915	Fundamentals of Social Network Methods	6.0	A4	F	09:00AM	11:50AM	HBH 1003	Pittsburgh, Pennsylvania	Krackhardt
90921	Special Topics in Machine Learning & Policy	6.0	A4	MW	10:30AM	11:50AM	HBH 1511	Pittsburgh, Pennsylvania	Neill
90925	Ph.D. Readings and Research	1-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Telang
90926	Seminar in Criminal Justice	12.0	A	M	01:30PM	04:20PM	HBH 2110	Pittsburgh, Pennsylvania	Blumstein
90931	LARC Graduate Seminar	9.0	B	T	05:00PM	06:20PM	HBH 1111	Pittsburgh, Pennsylvania	Fienberg
90932	Independent Study	1-24	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	TBA			DNM DNM	Adelaide, Australia	Lim
90933	Policy Seminar	12.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	TBA			DNM DNM	Adelaide, Australia	Instructor TBA
90934	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Coltin
 	 	 	K	TBA			TBA	Adelaide, Australia	Beshah
90935	Independent Study	6.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Rousseau
90936	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Synnott
 	 	 	K	TBA			TBA	Adelaide, Australia	Chapman
90937	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Stafford
90938	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Borzutzky
 	 	 	K	TBA			TBA	Adelaide, Australia	Borzutzky
90939	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Dausey
90940	Independent Study	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90941	Independent Study	6.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Babcock
90942	Independent Study	1-24	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Lassman
90943	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Blumstein
90944	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Caulkins
90945	Independent Study	1-12	A4	TBA			TBA	Pittsburgh, Pennsylvania	Murphy
90946	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Haddad
90947	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Clay
