Run Date: 27-apr-2014 
Semester: Spring 2014

 
Course	Title	Units	Lec/Sec	Days	Begin	End	Bldg/Room	Location	Instructor(s)
Aerospace Studies-ROTC	 	 	 	 	 	 	 	 	 	 
54613	Independent Study in Dramatic Writing	2-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
54614	Independent Study in Scenography	2-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
54616	Independent Study in Video Design	2-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
54666	Production Audio	6.0	A	MW	01:30PM	02:50PM	PCA 210	Pittsburgh, Pennsylvania	Pino
54704	Applied Internship for Spring	8.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Tsu
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Brown
 	 	 	D	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Handel
 	 	 	E	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Weems
54705	Graduate Advanced Fabrication	6.0	A	MW	01:30PM	02:50PM	PCA 107	Pittsburgh, Pennsylvania	Carter
54707	Graduate Advanced Screenwriting	9.0	A	TR	01:30PM	02:50PM	BH 154A	Pittsburgh, Pennsylvania	Corridor
54708	Graduate Advanced Playwriting	9.0	A	TR	01:30PM	02:50PM	HBH 1511	Pittsburgh, Pennsylvania	Jwanouskos
54710	Theatre Lab II	9.0	A	TR	10:30AM	11:50AM	PCA 118	Pittsburgh, Pennsylvania	Harris, Handel
54712	Painting for the Theatrical Designer	6.0	A	MW	09:00AM	10:50AM	PCA 305	Pittsburgh, Pennsylvania	Tsu
54718	Graduate Camera Lab	6.0	A3	MW	01:30PM	03:50PM	PCA 115	Pittsburgh, Pennsylvania	Lehane
54724	Graduate Dance Lighting Design	3.0	A3	T	09:00AM	11:50AM	TBA	Pittsburgh, Pennsylvania	Limauro
54732	Scenic Design: Boot Camp	9.0	A	W	01:30PM	04:20PM	PCA 307	Pittsburgh, Pennsylvania	Block, Mundell, Sissons
54736	Future Stages for Grad Designers I	6-21	A	MW	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Sissons, Weems, Shea
54738	Graduate Scenic Painting I	6.0	A	F	10:00AM	12:20PM	PCA 107	Pittsburgh, Pennsylvania	Zamborsky
54740	Graduate History of Architecture and Decor: Ancients to Gothic	4,6	A	M	03:00PM	04:20PM	PCA 307	Pittsburgh, Pennsylvania	Block
54742	Graduate Costume Design for TV and Film	9.0	A	MW	11:00AM	12:20PM	PCA 231	Pittsburgh, Pennsylvania	Larlarb
54746	Graduate History of Clothing 2	6.0	A	MW	03:30PM	04:20PM	DH 1211	Pittsburgh, Pennsylvania	Larlarb
54752	Graduate Theatrical and Opera Lighting Design	4.0	A4	R	09:00AM	11:50AM	PCA 211	Pittsburgh, Pennsylvania	Thomson
54758	Graduate Directing: New Works	10.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Weems
54762	Production Preparation Grad I	9-36	A	MTWRF	06:30PM	10:20PM	PCA 107	Pittsburgh, Pennsylvania	Holcomb
54764	Grad Stage Management Seminar	3.0	A	F	01:30PM	04:20PM	PCA 231	Pittsburgh, Pennsylvania	Shackleford
54766	Graduate Introduction to Sound Design for Theatre	6.0	A	F	09:30AM	12:20PM	PCA 103	Pittsburgh, Pennsylvania	Pickett
54768	Graduate Production Electrics	4-18	A	MW	10:30AM	11:50AM	PCA A16	Pittsburgh, Pennsylvania	Brown
54775	Grad Theater Management	6.0	A	R	11:30AM	12:50PM	PCA 231	Pittsburgh, Pennsylvania	Fallon
54776	Grad Entertainment Rigging	3.0	A	MW	01:30PM	02:50PM	PCA 209	Pittsburgh, Pennsylvania	Boevers
54777	Graduate Scenic Fabrication and Installation	6.0	A	TR	03:00PM	04:20PM	PCA 209	Pittsburgh, Pennsylvania	Boevers
54778	Graduate Television Lighting Design	1.0	A4	R	09:00AM	11:50AM	PCA 211	Pittsburgh, Pennsylvania	Limauro
54784	Graduate Directing: Future Stages I	9-18	A	MW	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Sissons, Weems, Shea
54786	Colloquium	9.0	A	T	03:00PM	04:20PM	BH 235B	Pittsburgh, Pennsylvania	Frisch
 	 	 	 	R	03:00PM	05:50PM	BH 235B	Pittsburgh, Pennsylvania
 	 	 	B	T	03:00PM	04:20PM	PH A21	Pittsburgh, Pennsylvania	Shea
 	 	 	 	R	03:00PM	05:50PM	PH A21	Pittsburgh, Pennsylvania
54788	Grad Screenwriting II	15.0	A	F	01:30PM	04:20PM	BH 154A	Pittsburgh, Pennsylvania	Martin
54790	Grad Production Resource Management	6.0	A	TR	01:30PM	02:50PM	SH 212	Pittsburgh, Pennsylvania	Holcomb
54792	Playwriting II	15.0	A	MW	09:30AM	12:20PM	PH A21A	Pittsburgh, Pennsylvania	Handel
54800	Graduate Professional Preparation	3.0	A	R	03:30PM	04:20PM	PCA 103	Pittsburgh, Pennsylvania	Pino, Sissons
54804	Applied Internship for Spring	8.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Tsu
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Brown
 	 	 	D	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Handel
 	 	 	E	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Weems
54810	Theatre Lab IV	9.0	A	TR	10:30AM	11:50AM	PCA 118	Pittsburgh, Pennsylvania	Harris, Handel
54813	Draping for the Costume Artisan II	6.0	A	R	09:00AM	11:50AM	PCA 308	Pittsburgh, Pennsylvania	Aagaard
54820	Graduate Figure Drawing I	3.0	A	TR	01:30PM	02:20PM	PCA 305	Pittsburgh, Pennsylvania	Zamborsky
54822	Graduate Directing: Future Stages II	9-18	A	MW	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Sissons, Weems, Shea
54830	Graduate Make-Up for Designers	6.0	A	R	09:00AM	11:50AM	PCA A19	Pittsburgh, Pennsylvania	Russman
54832	Scenic Design: Modern Classical	9.0	A	M	01:30PM	04:20PM	PCA 305	Pittsburgh, Pennsylvania	Mundell, Sissons
54836	Future Stages for Grad Designers II	6-21	A	MW	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Sissons, Weems, Shea
54842	Graduate Costume Design for the Classics	5.0	A3	MW	11:00AM	12:20PM	PCA 305	Pittsburgh, Pennsylvania	Tsu
54844	Graduate Draping for the Costume Designer II	6.0	A	R	09:00AM	11:50AM	PCA 308	Pittsburgh, Pennsylvania	Chu
54846	Graduate Scenic Stagecraft: 3D Model Making	4.0	A3	M	01:30PM	02:50PM	PCA 304	Pittsburgh, Pennsylvania	Sissons
54847	Graduate 30 Hour OSHA	6.0	A	WF	08:00AM	09:20AM	PCA 307	Pittsburgh, Pennsylvania	Gindlesperger
54852	Graduate Architectural Lighting Design	9.0	A	T	09:00AM	11:50AM	PCA 211	Pittsburgh, Pennsylvania	Limauro
54854	Graduate Costume Design with Music	5.0	A4	MW	11:00AM	12:20PM	PCA 305	Pittsburgh, Pennsylvania	Tsu
54858	Graduate Directing: Directors' Series Second Year	10.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Weems
54862	Production Preparation Grad II	9-36	A	MTWRF	06:30PM	10:20PM	PCA 107	Pittsburgh, Pennsylvania	Holcomb
54864	Graduate Welding	4.0	A	T	08:30AM	10:20AM	PCA 107	Pittsburgh, Pennsylvania	Carter
 	 	 	B	R	10:30AM	12:20PM	PCA 107	Pittsburgh, Pennsylvania	Carter
54865	Graduate Machine Design I	9.0	A	TR	09:00AM	10:20AM	PCA 307	Pittsburgh, Pennsylvania	Hines
54868	Graduate Conceptual Sound Design 2	9.0	A	MW	03:00PM	04:20PM	PCA 210	Pittsburgh, Pennsylvania	Pickett
54869	Sound Design for Graduate Directors	6.0	A	R	11:00AM	12:20PM	PCA 210	Pittsburgh, Pennsylvania	Instructor TBA
54870	Graduate Production Management Workshop	3.0	A	TR	10:30AM	11:20AM	PCA 231	Pittsburgh, Pennsylvania	Holcomb
54872	Graduate Scenic Stagecraft: 2D Drawing and Rendering	4.0	A4	M	01:30PM	02:50PM	PCA 304	Pittsburgh, Pennsylvania	Mundell
54874	Graduate Technical Direction II	6.0	A	MW	10:30AM	11:50AM	PCA 209	Pittsburgh, Pennsylvania	Hines
54881	Grad Media Design Skills	3.0	A	R	01:30PM	02:50PM	PCA A21	Pittsburgh, Pennsylvania	Shea
54888	Grad Screenwriting IV	15.0	A	F	01:30PM	04:20PM	BH 154A	Pittsburgh, Pennsylvania	Martin
54890	PTM Thesis	3.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Shackleford
54892	Playwriting IV	15.0	A	MW	09:30AM	12:20PM	PH A21A	Pittsburgh, Pennsylvania	Handel
54894	Dramatic Writing Thesis	9.0	A	TBA			PCA 324	Pittsburgh, Pennsylvania	Handel
54898	Graduate Composition for Theatrical Sound Design 2	6.0	A	MW	01:00PM	02:50PM	PCA A21	Pittsburgh, Pennsylvania	Pickett
54900	Graduate Staging Media	6.0	A	T	01:30PM	02:50PM	PCA A21	Pittsburgh, Pennsylvania	Shea
54901	Graduate Staging Media Lab	3.0	A	T	03:00PM	04:20PM	PCA A21	Pittsburgh, Pennsylvania	Miller Jr
54904	Applied Internship for Spring	8.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Tsu
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Brown
 	 	 	E	TBA			DNM DNM	Pittsburgh, Pennsylvania	Holcomb, Weems
54914	Graduate Millinery II	6.0	A	F	09:30AM	12:20PM	PCA 308	Pittsburgh, Pennsylvania	Russman
54922	Graduate Directing: Future Stages III	9-18	A	MW	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Sissons, Weems, Shea
54926	Graduate Technical Direction IV	6.0	A	TR	03:00PM	04:20PM	PCA 209	Pittsburgh, Pennsylvania	Hines
54932	Graduate Costume Crafts: Theatrical Footwear	3.0	A4	T	09:00AM	11:50AM	PCA 308	Pittsburgh, Pennsylvania	Russman
54934	Graduate Costume Crafts: Fabric Modification	3.0	A3	T	09:00AM	11:50AM	PCA 308	Pittsburgh, Pennsylvania	Russman
54936	Future Stages for Grad Designers III	6-21	A	MW	09:30AM	12:20PM	TBA	Pittsburgh, Pennsylvania	Sissons, Weems, Shea
54944	Graduate Advanced Topics in Stage Management	3.0	A3	MW	01:30PM	02:50PM	PCA 103	Pittsburgh, Pennsylvania	Shackleford
 	 	 	A4	MW	01:30PM	02:50PM	PCA 103	Pittsburgh, Pennsylvania	Shackleford, Schott
54948	Scenic Design Thesis	9-21	A	TR	04:00PM	05:50PM	TBA	Pittsburgh, Pennsylvania	Block, Mundell, Sissons
54954	Lighting Design Thesis	9-21	A	TR	04:00PM	05:50PM	TBA	Pittsburgh, Pennsylvania	Limauro
54958	Graduate Directing: Directors Series Third Year Thesis Production	15,30	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Weems
54962	Production Preparation Grad III	9-36	A	MTWRF	06:30PM	10:20PM	PCA 107	Pittsburgh, Pennsylvania	Holcomb
54970	PTM Thesis	18.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Shackleford
54988	Costume Design Thesis	9-21	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Tsu, Sissons, Russman, Larlarb
54990	Costume Production Thesis	9-21	A	TBA			TBA	Pittsburgh, Pennsylvania	Russman
54994	Sound Design Thesis	9-21	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Pino, Pickett
54996	Internship	9-40	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
54998	Graduate Special Topics in Sound Design	9.0	A	MW	03:00PM	04:20PM	PCA 103	Pittsburgh, Pennsylvania	Pino
Economics	 	 	 	 	 	 	 	 	 	 
73051	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
73100	Principles of Economics	9.0	Lec 1	MW	11:30AM	12:20PM	DH 2315	Pittsburgh, Pennsylvania	Kesten
 	 	 	A	F	11:30AM	12:20PM	WEH 5415	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	11:30AM	12:20PM	PH A18B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	F	11:30AM	12:20PM	DH 1117	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	F	11:30AM	12:20PM	GHC 4102	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	F	11:30AM	12:20PM	GHC 4307	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	F	11:30AM	12:20PM	PH A19	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	Lec 2	MW	12:30PM	01:20PM	DH 2315	Pittsburgh, Pennsylvania	Kesten
 	 	 	H	F	12:30PM	01:20PM	CFA 102	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	I	F	12:30PM	01:20PM	DH 1212	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	J	F	12:30PM	01:20PM	GHC 5222	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	F	12:30PM	01:20PM	DH 2105	Pittsburgh, Pennsylvania	Instructor TBA
73101	Freshman Seminar	9.0	A	TR	01:30PM	02:50PM	GHC 4101	Pittsburgh, Pennsylvania	Davis
73148	Environmental Economics	9.0	A	M	06:30PM	09:20PM	WEH 5302	Pittsburgh, Pennsylvania	Rueter
73230	Intermediate Microeconomics	9.0	W	UTR	09:30AM	10:20AM	CMB 1064	Doha, Qatar	Sileo
 	 	 	Lec 1	MW	09:00AM	10:20AM	POS MN AUD	Pittsburgh, Pennsylvania	Groeger
 	 	 	A	F	09:00AM	10:20AM	POS MN AUD	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	09:00AM	10:20AM	PH A18A	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	Lec 2	MW	10:30AM	11:50AM	POS MN AUD	Pittsburgh, Pennsylvania	Groeger
 	 	 	C	F	10:30AM	11:50AM	POS MN AUD	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	F	10:30AM	11:50AM	HH B131	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	Lec 3	MW	10:30AM	11:50AM	BH A51	Pittsburgh, Pennsylvania	Kang
 	 	 	E	F	10:30AM	11:50AM	BH 235B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	F	10:30AM	11:50AM	PH A18A	Pittsburgh, Pennsylvania	Instructor TBA
73240	Intermediate Macroeconomics	9.0	Lec	MW	01:30PM	02:50PM	POS MN AUD	Pittsburgh, Pennsylvania	Ales
 	 	 	A	F	01:30PM	02:20PM	POS MN AUD	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	01:30PM	02:20PM	WEH 5421	Pittsburgh, Pennsylvania	Instructor TBA
73252	Advanced Microeconomic Theory	6.0	A3	TR	09:00AM	10:20AM	POS MN AUD	Pittsburgh, Pennsylvania	Boranbay Akan
73253	Advanced Macroeconomic Theory	6.0	A4	TR	09:00AM	10:20AM	POS MN AUD	Pittsburgh, Pennsylvania	Zetlin-Jones
73270	Writing for Economists	9.0	A	TR	12:00PM	01:20PM	PH 226B	Pittsburgh, Pennsylvania	Wyatt
 	 	 	B	TR	01:30PM	02:50PM	PH 226B	Pittsburgh, Pennsylvania	Wyatt
73315	Market Design	9.0	A	TR	01:30PM	02:50PM	MM A14	Pittsburgh, Pennsylvania	Yenmez
73348	Behavioral Economics:	9.0	 	 	 	 	 	 
 	Behavioral Economics	 	A	TR	10:30AM	11:50AM	SH 219	Pittsburgh, Pennsylvania	Incekara Hafalir
73363	Econometrics	9.0	A	MWF	03:00PM	04:20PM	WEH 5421	Pittsburgh, Pennsylvania	Fabusuyi
73372	International Money and Finance	9.0	A	TR	10:30AM	11:50AM	POS MN AUD	Pittsburgh, Pennsylvania	Goodfriend
73375	History of Money and Monetary Policy	9.0	A	TR	09:00AM	10:20AM	PH 226A	Pittsburgh, Pennsylvania	McCallum
73395	Independent Study in Economics	1-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
73401	Study Abroad Upper Level Economics Elective	9-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
73402	Study Aboard Upper Level Economics Elective	9-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
73403	Study Aboard Upper Level Economics Elective	9-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
73404	Study Aboard Upper Level Economics Elective	9-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
73407	Fundamentals of Statistical Modeling	9.0	A	MW	03:00PM	04:20PM	POS MN AUD	Pittsburgh, Pennsylvania	Ferreyra
 	 	 	W	MW	01:30PM	02:50PM	TBA	Doha, Qatar	Rojas Pena
73408	Law and Economics	9.0	A	TR	03:00PM	04:20PM	PH 125C	Pittsburgh, Pennsylvania	Clay
73433	Environmental Policy and Economics	9.0	A	MW	01:30PM	02:50PM	PH 125B	Pittsburgh, Pennsylvania	Kang
73474	The Economics of Ideas: Growth, Innovation and Intellectual Property	9.0	A	MW	09:00AM	10:20AM	BH 136A	Pittsburgh, Pennsylvania	Spear
73495	Advanced Independent Study in Economics	1-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
73499	Internship	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
73501	Tepper College Honors Thesis II	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
Electrical & Computer Engineering	 	 	 	 	 	 	 	 	 	 
18051	Study Abroad	0.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Hoe
18100	Introduction to Electrical and Computer Engineering	12.0	Lec	TR	01:30PM	02:50PM	DH 2315	Pittsburgh, Pennsylvania	Sullivan, Luo
 	 	 	A	M	11:30AM	12:20PM	WEH 5310	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	T	06:30PM	09:20PM	HH A101	Pittsburgh, Pennsylvania
 	 	 	B	M	12:30PM	01:20PM	WEH 5310	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	W	06:30PM	09:20PM	HH A101	Pittsburgh, Pennsylvania
 	 	 	C	M	02:30PM	03:20PM	SH 219	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	R	06:30PM	09:20PM	HH A101	Pittsburgh, Pennsylvania
 	 	 	D	F	01:30PM	04:20PM	HH A101	Pittsburgh, Pennsylvania	Instructor TBA
18202	Mathematical Foundations of Electrical Engineering	12.0	Lec	MW	12:30PM	02:20PM	HH B131	Pittsburgh, Pennsylvania	Li, Luo
 	 	 	A	F	10:30AM	11:20AM	PH A19	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	11:30AM	12:20PM	WEH 5302	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	F	12:30PM	01:20PM	HH B131	Pittsburgh, Pennsylvania	Instructor TBA
18213	Introduction to Computer Systems	12.0	Lec 1	TR	01:30PM	02:50PM	GHC 4401	Pittsburgh, Pennsylvania	Goldstein, Rowe
 	 	 	A	M	09:30AM	10:20AM	WEH 5302	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	M	10:30AM	11:20AM	WEH 5302	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	M	11:30AM	12:20PM	WEH 5302	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	M	12:30PM	01:20PM	WEH 5302	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E	M	01:30PM	02:20PM	WEH 5302	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	F	M	02:30PM	03:20PM	WEH 5302	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	G	M	03:30PM	04:20PM	WEH 5302	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	H	M	04:30PM	05:20PM	WEH 5320	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	Lec 2	TR	06:30PM	07:50PM	WEH 7500	Pittsburgh, Pennsylvania	Kesden
 	 	 	I	M	09:30AM	10:20AM	WEH 5310	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	J	M	10:30AM	11:20AM	WEH 5310	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	M	11:30AM	12:20PM	SH 222	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	L	M	02:30PM	03:20PM	PH A20	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	M	M	04:30PM	05:20PM	WEH 5302	Pittsburgh, Pennsylvania	Instructor TBA
18220	Electronic Devices and Analog Circuits	12.0	Lec	TR	10:30AM	11:50AM	HH B103	Pittsburgh, Pennsylvania	Pileggi, Weldon, Kelly
 	 	 	A	M	06:30PM	09:20PM	HH A104	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	12:30PM	01:20PM	GHC 4211	Pittsburgh, Pennsylvania
 	 	 	B	T	06:30PM	09:20PM	HH A104	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	01:30PM	02:20PM	GHC 4211	Pittsburgh, Pennsylvania
 	 	 	C	W	06:30PM	09:20PM	HH A104	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	02:30PM	03:20PM	GHC 4211	Pittsburgh, Pennsylvania
18232	Sophomore Projects	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Hoe
18240	Structure and Design of Digital Systems	12.0	Lec	TR	01:30PM	02:50PM	BH A51	Pittsburgh, Pennsylvania	Thomas, Nace
 	 	 	A	T	06:30PM	09:20PM	HH 1305	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	09:30AM	10:20AM	SH 208	Pittsburgh, Pennsylvania
 	 	 	B	W	06:30PM	09:20PM	HH 1305	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	10:30AM	11:20AM	WEH 4709	Pittsburgh, Pennsylvania
 	 	 	C	R	06:30PM	09:20PM	HH 1305	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	12:30PM	01:20PM	WEH 5302	Pittsburgh, Pennsylvania
18290	Signals and Systems	12.0	Lec	TR	10:30AM	11:50AM	SH 125	Pittsburgh, Pennsylvania	Sinopoli, Grover
 	 	 	A	M	06:30PM	09:20PM	BH 140E	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	09:30AM	10:20AM	WEH 5310	Pittsburgh, Pennsylvania
 	 	 	B	T	06:30PM	09:20PM	BH 140E	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	10:30AM	11:20AM	WEH 5310	Pittsburgh, Pennsylvania
 	 	 	C	W	06:30PM	09:20PM	BH 140E	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	01:30PM	02:20PM	PH 226A	Pittsburgh, Pennsylvania
18310	Fundamentals of Semiconductor Devices	12.0	Lec	TR	10:30AM	11:50AM	PH A18C	Pittsburgh, Pennsylvania	Gilgunn
 	 	 	A	F	01:30PM	02:20PM	PH A22	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	03:30PM	04:20PM	PH 226A	Pittsburgh, Pennsylvania	Instructor TBA
18332	Junior Projects	3-18	A	TBA			TBA	Pittsburgh, Pennsylvania	Hoe
18340	Digital Computation	12.0	Lec	TR	09:00AM	10:20AM	GHC 4215	Pittsburgh, Pennsylvania	Blanton
 	 	 	A	W	02:30PM	03:20PM	DH 1217	Pittsburgh, Pennsylvania	Instructor TBA
18345	Introduction to Telecommunication Networks	12.0	Lec	MW	02:30PM	04:20PM	PH 226B	Pittsburgh, Pennsylvania	Kim
 	 	 	A	F	10:30AM	11:20AM	GHC 4301	Pittsburgh, Pennsylvania	Instructor TBA
18348	Embedded Systems Engineering	12.0	Lec	MW	10:30AM	12:20PM	BH A53	Pittsburgh, Pennsylvania	Koopman
 	 	 	A	T	06:30PM	09:20PM	HH 1303	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	10:30AM	12:20PM	BH A53	Pittsburgh, Pennsylvania
 	 	 	B	W	06:30PM	09:20PM	HH 1303	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	10:30AM	12:20PM	BH A53	Pittsburgh, Pennsylvania
 	 	 	C	R	06:30PM	09:20PM	HH 1303	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	10:30AM	12:20PM	BH A53	Pittsburgh, Pennsylvania
 	 	 	D	F	10:30AM	12:20PM	BH A53	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	01:30PM	04:20PM	HH 1303	Pittsburgh, Pennsylvania
18390	ECE CO-OP	0-3	A	TBA			TBA	Pittsburgh, Pennsylvania	Hoe
18402	Applied Electrodynamics	12.0	A	MW	02:30PM	04:20PM	PH 226C	Pittsburgh, Pennsylvania	Bain
18411	Computational Techniques in Engineering	12.0	A	MW	10:30AM	12:20PM	WEH 4709	Pittsburgh, Pennsylvania	Towe
18418	Electric Energy Processing: Fundamentals and Applications	12.0	Lec	TR	04:30PM	06:20PM	WEH 5421	Pittsburgh, Pennsylvania	Ilic
 	 	 	A	F	12:30PM	01:20PM	WEH 5310	Pittsburgh, Pennsylvania	Instructor TBA
18421	Analog Integrated Circuits I	12.0	Lec	MWF	02:30PM	04:20PM	BH 235B	Pittsburgh, Pennsylvania	Carley
 	 	 	A	R	01:30PM	04:20PM	HH A101	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	F	09:30AM	12:20PM	HH A104	Pittsburgh, Pennsylvania	Instructor TBA
18422	Digital Integrated Circuits 1	12.0	Lec	MW	10:30AM	12:20PM	WEH 5421	Pittsburgh, Pennsylvania	Mai
 	 	 	A	M	06:30PM	09:20PM	HH 1303	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	09:30AM	10:20AM	DH 1117	Pittsburgh, Pennsylvania
 	 	 	B	F	10:30AM	11:20AM	DH 2302	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	01:30PM	04:20PM	HH 1303	Pittsburgh, Pennsylvania
18432	Senior Projects	1-42	A	TBA			TBA	Pittsburgh, Pennsylvania	Hoe
18447	Introduction to Computer Architecture	12.0	Lec	MWF	12:30PM	02:20PM	SH 219	Pittsburgh, Pennsylvania	Mutlu
 	 	 	A	T	10:30AM	01:20PM	HH 1303	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	R	01:30PM	04:20PM	HH 1303	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	F	06:30PM	09:20PM	HH 1303	Pittsburgh, Pennsylvania	Instructor TBA
18474	Embedded Control Systems	12.0	Lec	MW	12:30PM	02:20PM	HH D210	Pittsburgh, Pennsylvania	Neuman
 	 	 	A	TBA			HH 1204	Pittsburgh, Pennsylvania	Instructor TBA
18482	Telecommunications, Technology Policy & Management	12.0	A	MW	12:30PM	02:20PM	WEH 4709	Pittsburgh, Pennsylvania	Sirbu
18491	Fundamentals of Signal Processing	12.0	Lec	TR	02:30PM	04:20PM	WEH 4709	Pittsburgh, Pennsylvania	Stern
 	 	 	A	F	11:30AM	01:20PM	WEH 4709	Pittsburgh, Pennsylvania	Instructor TBA
18510	Sensor Systems Design	12.0	Lec	MW	12:30PM	02:20PM	WEH 6423	Pittsburgh, Pennsylvania	Mukherjee
 	 	 	A	TBA			HH 1202	Pittsburgh, Pennsylvania	Instructor TBA
